Alert Fault code #,Alert message,Meaning,Color,Vehicle immediate response,Vehicle sends fault to AVCS?,Vehicle sends mi_request?,Severity,AVC Action, Remote Operator Action,Last Updated Version,Categorization,Ops Troubleshoot Guide,Notes,Stop Reason,PSA,KN,ABT,BNS,Rationale,Internal Comments,"trigger
breakdown",FT reference,Associated Reasons,,,,,,,,,,,,,,,,,,,,,
76,Throttle Control Offset Warning,A significant difference exists between the throttle command and feedback. The throttle may require recalibration.,No Display,,No,No,INFO,,,v5.47.12,"Hardware /
Throttle",,,FALSE,Tested,Implemented,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Throttle Control Delay Warning,A significant delay exists between the throttle command and feedback. The throttle may require recalibration.,No Display,,No,No,INFO,,,v5.47.12,"Hardware /
Throttle",,,FALSE,Tested,Implemented,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Electronic Power Steering Offset Warning,A significant difference exists between the electronic power steering command and feedback. The electronic power steering may require recalibration.,No Display,,No,No,INFO,,,v5.47.12,"Hardware /
Steering",,,FALSE,Tested,Implemented,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Electronic Power Steering Delay Warning,A significant delay exists between the electronic power steering command and feedback. The electronic power steering may require recalibration.,No Display,,No,No,INFO,,,v5.47.12,"Hardware /
Steering",,,FALSE,Tested,Implemented,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Unable To Change Lane,An obstacle was detected nearby which causes the vehicle to be unable to perform a lane change.,Amber,,No,No,INFO,,,v5.33.31,"Operations /
Informational",,,TRUE,Tested,Tested,Implemented,Implemented,,From Dynamic Speed module,,,,,,,,,,,,,,,,,,,,,,,,
82,Stopping For Obstacle Near Trailer,An obstacle was detected near the trailer which causes the vehicle to stop.,Amber,,No,No,INFO,,,v6.2.10,"Operations /
Informational",,,TRUE,Tested,Tested,Implemented,Implemented,,From Dynamic Speed module,,,"1. Car
2. Motorcyclist
3. ARMG
4. Haulier
5. Nearby Spreader
6. Hatch Cover
7. Prime Mover
8. Trailer
9. Prime Mover With Trailer",,,,,,,,,,,,,,,,,,,,,
84,Too Close To Curb,The vehicle detects that it is very close to the curb. It will stop in this situation.,Amber,,No,No,INFO,,,v5.33.31,"Operations /
Informational",,,TRUE,Tested,Tested,Implemented,Implemented,,From Dynamic Speed module,,,,,,,,,,,,,,,,,,,,,,,,
85,Stopping For Obstacle Cut In 1,An obstacle was detected nearby which causes the vehicle to stop.,Amber,,No,No,INFO,,,v6.5.7,"Operations /
Informational",,,TRUE,Tested,Tested,Implemented,Implemented,,From Dynamic Speed module,,,,,,,,,,,,,,,,,,,,,,,,
86,No Path Found,The vehicle could not find a path. There could be an issue with the path drawn using Path Selection in this case.,Amber,,No,No,INFO,,,v5.33.31,"Operations /
Informational",,,TRUE,Tested,Tested,Implemented,Implemented,,From Dynamic Speed module,,,,,,,,,,,,,,,,,,,,,,,,
90,Steering Angle Connection Error,The vehicle detects that there has been no response from the steering angle for a significant amount of time. This will cause a breakdown if it happens for more than 2 seconds.,Red,Vehicle performs Hard Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v5.33.31,"Hardware /
Primary Board"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,Implemented,N/A,,steer_fb_vis_in_deg,yes,,,,,,,,,,,,,,,,,,,,,,,
92,LiDAR Obstructed 1 (Top Front RS-LiDAR-16),There are too few points detected by the LiDAR (< 5000). This could indicate that the lidar is blocked by something or malfunctioning. ,Red,Vehicle performs Safe Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.1.16,"Hardware /
LiDAR","1. If alert persist, wipe LiDAR with microfiber cloth, check for any damage or cracks on the sensor surface.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,Implemented,Implemented,Draft,,,,FT-016,Latest number of points detected by LiDAR as int,,,,,,,,,,,,,,,,,,,,,
93,LiDAR Obstructed 1 (Top Rear RS-LiDAR-16),There are too few points detected by the LiDAR (< 3500). This could indicate that the lidar is blocked by something or malfunctioning. ,Red,Vehicle performs Safe Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.1.16,"Hardware /
LiDAR","1. If alert persist, wipe LiDAR with microfiber cloth, check for any damage or cracks on the sensor surface.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,Implemented,Draft,,,,FT-016,Latest number of points detected by LiDAR as int,,,,,,,,,,,,,,,,,,,,,
94,LiDAR Obstructed 1 (Left RS-Bpearl),There are too few points detected by the LiDAR (< 20000). This could indicate that the lidar is blocked by something or malfunctioning. ,Red,Vehicle performs Safe Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.1.16,"Hardware /
LiDAR","1. If alert persist, wipe LiDAR with microfiber cloth, check for any damage or cracks on the sensor surface.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,Implemented,Draft,,,,FT-016,Latest number of points detected by LiDAR as int,,,,,,,,,,,,,,,,,,,,,
95,LiDAR Obstructed 1 (Right RS-Bpearl),There are too few points detected by the LiDAR ( < 20000). This could indicate that the lidar is blocked by something or malfunctioning. ,Red,Vehicle performs Safe Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.1.16,"Hardware /
LiDAR","1. If alert persist, wipe LiDAR with microfiber cloth, check for any damage or cracks on the sensor surface.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,Implemented,Draft,,,,FT-016,Latest number of points detected by LiDAR as int,,,,,,,,,,,,,,,,,,,,,
97,LiDAR Obstructed 1 (Left RS-LiDAR-16),There are too few points detected by the LiDAR (< 5000). This could indicate that the lidar is blocked by something or malfunctioning. ,Red,Vehicle performs Safe Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.1.16,"Hardware /
LiDAR","1. If alert persist, wipe LiDAR with microfiber cloth, check for any damage or cracks on the sensor surface.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,Implemented,Draft,,,,FT-016,Latest number of points detected by LiDAR as int,,,,,,,,,,,,,,,,,,,,,
98,LiDAR Obstructed 1 (Right RS-LiDAR-16),There are too few points detected by the LiDAR (< 5000). This could indicate that the lidar is blocked by something or malfunctioning. ,Red,Vehicle performs Safe Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.1.16,"Hardware /
LiDAR","1. If alert persist, wipe LiDAR with microfiber cloth, check for any damage or cracks on the sensor surface.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,Implemented,Draft,,,,FT-016,Latest number of points detected by LiDAR as int,,,,,,,,,,,,,,,,,,,,,
99,LiDAR Obstructed 1 (Front RS-LiDAR-M1),There are too few points detected by the LiDAR (< 6000). This could indicate that the lidar is blocked by something or malfunctioning. ,Red,Vehicle performs Safe Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.1.16,"Hardware /
LiDAR","1. If alert persist, wipe LiDAR with microfiber cloth, check for any damage or cracks on the sensor surface.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,Implemented,Implemented,N/A,,,,FT-016,Latest number of points detected by LiDAR as int,,,,,,,,,,,,,,,,,,,,,
100,LiDAR Obstructed 1 (Left RS-LiDAR-M1),There are too few points detected by the LiDAR (< 6000). This could indicate that the lidar is blocked by something or malfunctioning. ,Red,Vehicle performs Safe Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.1.16,"Hardware /
LiDAR","1. If alert persist, wipe LiDAR with microfiber cloth, check for any damage or cracks on the sensor surface.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,Implemented,Implemented,N/A,,,,FT-016,Latest number of points detected by LiDAR as int,,,,,,,,,,,,,,,,,,,,,
101,LiDAR Obstructed 1 (Right RS-LiDAR-M1),There are too few points detected by the LiDAR (< 6000). This could indicate that the lidar is blocked by something or malfunctioning. ,Red,Vehicle performs Safe Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.1.16,"Hardware /
LiDAR","1. If alert persist, wipe LiDAR with microfiber cloth, check for any damage or cracks on the sensor surface.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,Implemented,Implemented,N/A,,,,FT-016,Latest number of points detected by LiDAR as int,,,,,,,,,,,,,,,,,,,,,
102,LiDAR Connection Error (Top Front RS-LiDAR-16),There is an issue with the connection to the LiDAR. This will cause a breakdown if it happens for more than 2 seconds.,Red,Vehicle performs Soft Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.5.7,"Hardware /
LiDAR","1. Perform a soft reboot.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,Implemented,Implemented,N/A,,,yes,FT-016,"Lidar packet count as uint32_t
Value > 375",,,,,,,,,,,,,,,,,,,,,
103,LiDAR Connection Error (Left RS-Bpearl),There is an issue with the connection to the LiDAR. This will cause a breakdown if it happens for more than 2 seconds.,Red,Vehicle performs Soft Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.5.7,"Hardware /
LiDAR","1. Perform a soft reboot.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,Implemented,N/A,,,yes,FT-016,"Lidar packet count as uint32_t
Value > 375",,,,,,,,,,,,,,,,,,,,,
104,LiDAR Connection Error (Right RS-Bpearl),There is an issue with the connection to the LiDAR. This will cause a breakdown if it happens for more than 2 seconds.,Red,Vehicle performs Soft Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.5.7,"Hardware /
LiDAR","1. Perform a soft reboot.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,Implemented,N/A,,,yes,FT-016,"Lidar packet count as uint32_t
Value > 375",,,,,,,,,,,,,,,,,,,,,
106,IMU Connection Error,There is an issue with the connection to the IMU. This will cause a breakdown if it happens for more than 2 seconds.,Red,Vehicle performs Hard Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v5.33.31,"Hardware /
Other Sensors","1. Perform a soft reboot.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,Implemented,Draft,,,yes,,,,,,,,,,,,,,,,,,,,,,,
107,Localization System Warning: High Latency 5,"The vehicle detects that the localization system is unresponsive, it may have difficulty determining its current location.",Red,Vehicle performs Safe Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v5.39.13,"Venti /
Middleware"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,Implemented,N/A,,"encoderImu_integrator, robot_localization",,,,,,,,,,,,,,,,,,,,,,,,
108,GPS Connection Error,There is an issue with the connection to the GPS. The GPS is used to detect problems with localization. This will cause a breakdown if it happens for more than 2 seconds.,Red,,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v5.39.13,"Hardware /
Other Sensors","1. Perform a soft reboot.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,Implemented,N/A,,,yes,,,,,,,,,,,,,,,,,,,,,,,
109,LiDAR Connection Error (Left RS-LiDAR-16),There is an issue with the connection to the LiDAR. This will cause a breakdown if it happens for more than 2 seconds.,Red,Vehicle performs Soft Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.5.7,"Hardware /
LiDAR"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,Implemented,N/A,,,yes,FT-016,"Lidar packet count as uint32_t
Value > 375",,,,,,,,,,,,,,,,,,,,,
110,LiDAR Connection Error (Right RS-LiDAR-16),There is an issue with the connection to the LiDAR. This will cause a breakdown if it happens for more than 2 seconds.,Red,Vehicle performs Soft Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.5.7,"Hardware /
LiDAR"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,Implemented,N/A,,,yes,FT-016,"Lidar packet count as uint32_t
Value > 375",,,,,,,,,,,,,,,,,,,,,
111,LiDAR Connection Error (Left RS-LiDAR-M1),There is an issue with the connection to the LiDAR. This will cause a breakdown if it happens for more than 2 seconds.,Red,Vehicle performs Soft Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.5.7,"Hardware /
LiDAR"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Implemented,Implemented,N/A,,,yes,FT-016,"Lidar packet count as uint32_t
Value > 375",,,,,,,,,,,,,,,,,,,,,
112,LiDAR Connection Error (Right RS-LiDAR-M1),There is an issue with the connection to the LiDAR. This will cause a breakdown if it happens for more than 2 seconds.,Red,Vehicle performs Soft Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.5.7,"Hardware /
LiDAR"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Implemented,Implemented,N/A,,,yes,FT-016,"Lidar packet count as uint32_t
Value > 375",,,,,,,,,,,,,,,,,,,,,
113,LiDAR Connection Error (Front RS-LiDAR-M1),There is an issue with the connection to the LiDAR. This will cause a breakdown if it happens for more than 2 seconds.,Red,Vehicle performs Soft Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v6.5.7,"Hardware /
LiDAR"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Implemented,Implemented,N/A,,,yes,FT-016,"Lidar packet count as uint32_t
Value > 375",,,,,,,,,,,,,,,,,,,,,
