SPN,FMI,Foutcodelijst,Foutcode,Omschrijving,Categorie,Oorzaak,Effect,Aangeraden actie
190,2,Cummins - Stage V,Engine speed,"P689 / P2321 - Engine crankshaft speed/position - data erratic, intermittent or incorrect",Warning,,,
190,2,Allison - Gen 5,Engine speed sensor circuit,Engine speed sensor circuit performance,Warning,,,
190,9,Terberg - CC2 (ytxx3) - 4.1,EEC1 Message TimeOut error,EEC1 Message TimeOut error,Warning,The controller has not received the EEC1 CAN message for 250ms from the engine on the J1939 CAN bus,"The controller can't determine the engine speed, engine torque and engine start mode, since  the data is not received from the engine. Therefor the faults in relation to these signals won't be activated.","- When the EEC1 Time out faultcode is the only time-out faultcode, Check the engine configuration

- When the EEC1 Time out faultcode is accompanied by Engine Node Time out faultcode:
1) Check J1939 CAN bus wiring e.g. short circuit between CAN high and CAN low, CAN bus termination not correct (60O when ignition off)
2) Check power supply, fusing and grounding of the engine controller and/or engine related subsystems"
190,11,Cummins - Stage V,Engine speed,P6595 - Engine speed - root cause not known,Warning,,,
190,14,Allison - Gen 5,Engine speed sensor circuit,Engine speed sensor circuit,Warning,,,
190,14,Cummins - Stage V,Engine speed,P3131 - Engine crankshaft speed/position - special instructions,Critical,,,
190,16,Cummins - Stage V,Engine speed,P2468 - Engine crankshaft speed/position - data valid but above normal operating range - moderately severe level,Warning,,,
190,21,Allison - Gen 5,Engine speed sensor circuit,Engine speed sensor circuit no signal,Warning,,,
191,2,Allison - Gen 5,Output shaft speed,Output shaft speed sensor circuit performance,Warning,,,
191,9,Terberg - CC2 (ytxx3) - 4.1,ETC1 time out error,ETC1 Message TimeOut error,Warning,The controller has not received the ETC1 CAN message for 500 ms from the transmission on the J1939 CAN bus,"The controller can't determine the transmission driveline engaged and input shaftspeed, since  the data is not received from the transmission. Therefor the faults in relation to these signals won't be activated. Note: in most configurations is the controller unable to calculate vehicle speed","- When the ETC1 Time out faultcode is the only time-out faultcode, Check the transmission configuration

- When the ETC1 Time out faultcode is accompanied by Transmission Node Time out faultcode:
1) Check J1939 CAN bus wiring e.g. short circuit between CAN high and CAN low, CAN bus termination not correct (60O when ignition off)
2) Check power supply, fusing and grounding of the transmission controller and/or engine related subsystems"
191,9,Cummins - Stage V,Transmission output shaft speed,P3328 - Transmission output shaft speed - abnormal update rate,Warning,,,
191,14,Allison - Gen 5,Output shaft speed,Output shaft speed sensor circuit,Warning,,,
191,16,Cummins - Stage V,Transmission output shaft speed,P349 - Transmission output shaft speed - data valid but above normal operating range - moderately severe level,Warning,,,
191,18,Cummins - Stage V,Transmission output shaft speed,P489 - Transmission output shaft speed - data valid but below normal operating range - moderately severe level,Warning,,,
191,19,Cummins - Stage V,Transmission output shaft speed,P3418 - Transmission output shaft speed - received network data in error,Warning,,,
191,21,Allison - Gen 5,Output shaft speed,Output shaft speed sensor circuit no signal,Warning,,,
237,2,Cummins - Stage V,Vehicle identification number,"P4722 - Vehicle identification number - data erratic, intermittent or incorrect",Warning,,,
237,13,Cummins - Stage V,Vehicle identification number,P4517 - Vehicle identification number - out of calibration,Warning,,,
237,31,Cummins - Stage V,Vehicle identification number,P4721 - Vehicle identification number - condition exists,Warning,,,
242,0,Terberg - CC2 (ytxx3) - 4.1,Tire temperature critical,"Tire temperature critical, potential tire blowout",Critical,The TPMS system has reported that  at least one of the tires has a critical high temperature,"By continuing to operate the machine, the tire can be broken","- Check tires and pressures
- Check brakes and or hubs
- Inspect sensor
- Relearn TPMS system and or sensors"
242,31,Terberg - CC2 (ytxx3) - 4.1,Tire temperature error,Tire temperature error or not available while the TPMS is installed,Critical,The TPMS system has reported that at least one of the tires has reported an error on the the temperature measurement,The controller can't determine the temperature of at least one of the tires. Thre for faults in relation to these signals won't be activated,"- Check tires and pressures
- Check brakes and or hubs
- Inspect sensor
- Relearn TPMS system and or sensors"
251,2,Cummins - Stage V,Real Time Clock,"P319 - Real time clock - data erratic, intermittent or incorrect",Warning,,,
251,4,Terberg - CC2 (ytxx3) - 4.1,Sensor battery too low,"One or more of the TPMS sensors have a low battery voltage, and may stop reporting data",Warning,The battery voltage of one of the TPMS senors is too low,"The TMPS sensor will no longer send data the TMPS node, and the tire will no longer be monitored. ","Navigate to the TPMS menu on the DIM to identify the sensor with a low battery, Charge or replace this battery."
411,2,Cummins - Stage V,Engine exhaust gas recirculation 1 differential pressure,"P1866 - Exhaust gas recirculation differential pressure - data erratic, intermittent or incorrect",Warning,,,
411,3,Cummins - Stage V,Engine exhaust gas recirculation 1 differential pressure,"P2273 - Exhaust gas recirculation differential pressure sensor circuit - voltage above normal, or shorted to high source",Warning,,,
411,4,Cummins - Stage V,Engine exhaust gas recirculation 1 differential pressure,"P2274 - Exhaust gas recirculation differential pressure sensor circuit - voltage below normal, or shorted to low source",Warning,,,
412,2,Cummins - Stage V,Engine exhaust gas recirculation 1 temperature,"P1867 - Exhaust gas recirculation temperature - data erratic, intermittent or incorrect",Warning,,,
412,3,Cummins - Stage V,Engine exhaust gas recirculation 1 temperature,"P2375 - Exhaust Gas Recirculation Temperature Sensor Circuit - Voltage Above Normal, or Shorted to High Source",Warning,,,
412,4,Cummins - Stage V,Engine exhaust gas recirculation 1 temperature,"P2376 - Exhaust Gas Recirculation Temperature Sensor Circuit - Voltage Below Normal, or Shorted to Low Source",Warning,,,
412,15,Cummins - Stage V,Engine exhaust gas recirculation 1 temperature,P2961 - Exhaust gas recirculation temperature - data valid but above normal operating range - least severe level,Warning,,,
412,16,Cummins - Stage V,Engine exhaust gas recirculation 1 temperature,P2962 - Exhaust gas recirculation temperature - data valid but above normal operating range - moderately severe level,Warning,,,
441,3,Cummins - Stage V,Auxiliary temperature 1,"P293 - Auxiliary temperature sensor input 1 circuit - voltage above normal, or shorted to high source",Warning,,,
441,4,Cummins - Stage V,Auxiliary temperature 1,"P294 - Auxiliary temperature sensor input 1 circuit - voltage below normal, or shorted to low source",Warning,,,
441,14,Cummins - Stage V,Auxiliary temperature 1,P6583 - Auxiliary temperature sensor input 1 - special instructions,Warning,,,
442,3,Cummins - Stage V,Auxiliary temperature 2,"P3765 - Auxiliary temperature sensor input 2 circuit - voltage above normal, or shorted to high source",Warning,,,
442,4,Cummins - Stage V,Auxiliary temperature 2,"P3766 - Auxiliary temperature sensor input 2 circuit - voltage below normal, or shorted to low source",Warning,,,
513,7,Allison - Gen 5,Torque management signal A / B,Torque management feedback signal A / B,Warning,,,
518,13,Terberg - CC2 (ytxx3) - 4.1,Engine requested torque,Mapping parameters: Invalid configuration. The mapping parameters values should be increasing from X0 to X5 and from Y0 to Y5,Warning,,,Check the if the values are increasing and adjust the incorrect values.
521,2,Cummins - Stage V,Brake pedal position,"P4526 - Brake pedal position - data erratic, intermittent or incorrect",Warning,,,
523,9,Terberg - CC2 (ytxx3) - 4.1,ETC2 timeout error,ETC2 CAN-message timeout error,Warning,The controller has not received the ETC2 CAN message for 1000 ms from the transmission on the J1939 CAN bus,"The controller can't determine the transmission requested, selected and current gear, and ration, since  the data is not received from the transmission. Therefor the faults in relation to these signals won't be activated.","'- When the ETC1 Time out faultcode is the only time-out faultcode, Check the transmission configuration

- When the ETC1 Time out faultcode is accompanied by Transmission Node Time out faultcode:
1) Check J1939 CAN bus wiring e.g. short circuit between CAN high and CAN low, CAN bus termination not correct (60O when ignition off)
2) Check power supply, fusing and grounding of the transmission controller and/or engine related subsystems"
558,2,Cummins - Stage V,Accelerator pedal 1 low idle switch,"P431 - Accelerator pedal or lever idle validation switch - data erratic, intermittent or incorrect",Warning,,,
558,9,Cummins - Stage V,Accelerator pedal 1 low idle switch,P3528 - Accelerator pedal or lever idle validation switch - abnormal update rate,Critical,,,
558,13,Cummins - Stage V,Accelerator pedal 1 low idle switch,P432 - Accelerator pedal or lever idle validation switch circuit - out of calibration,Critical,,,
558,19,Cummins - Stage V,Accelerator pedal 1 low idle switch,P3527 - Accelerator pedal or lever idle validation switch - received network data in error,Critical,,,
563,9,Cummins - Stage V,ANTI-LOCK braking (ABS) active,P3488 - Anti-lock braking (abs) controller - abnormal update rate,Warning,,,
563,31,Cummins - Stage V,ANTI-LOCK braking (ABS) active,P4215 - Anti-lock braking (abs) active - condition exists,Warning,,,
566,3,Terberg - CC2 (ytxx3) - 4.1,Differential lock state - central rear,Differential lock state - central rear short circuit to battery,Warning,The controller measures a voltage above 965mV for at least 100ms on pin 46 of connector B. Note: faultcode is only applicable for a diff. lock proximity sensor configuration and not for a diff. lock switch,"When the differential lock state can't be determined by the controller, the system won't be able to display the current state.","'- The diff lock engaged circuit is described in Electric Diagram of the YTCC2
- Measure the suppply voltage, this must be 24V
- Measure the grounding of the diff lock proximity sensor or switch, make sure the ignition is inactive
- Replace diff lock proximity sensor or switch"
566,4,Terberg - CC2 (ytxx3) - 4.1,Differential lock state - central rear,Differential lock state - central rear short circuit to ground,Warning,The controller measures a voltage below 50mV for at least 100ms on pin 46 of connector B. Note: faultcode is only applicable for a diff. lock proximity sensor configuration and not for a diff. lock switch,"When the differential lock state can't be determined by the controller, the system won't be able to display the current state.","- The diff lock engaged circuit is described in Electric Diagram of the YTCC2
- Measure the suppply voltage, this must be 24V
- Measure the grounding of the diff lock proximity sensor or switch, make sure the ignition is inactive
- Replace diff lock proximity sensor or switch"
